wavenumber,transmittance,wavelengths,absorbance
3950.0,1.0,2.5316455696202533,-0.0
3949.0,1.0002302850208253,2.532286654849329,-0.0001
3948.0,1.0004606230728403,2.5329280648429586,-0.0002
3947.0,1.0009214583192958,2.533569799847986,-0.0004
3946.0,1.0009214583192958,2.534211860111505,-0.0004
3945.0,1.0004606230728403,2.534854245880862,-0.0002
3944.0,1.0,2.535496957403651,0.0
3943.0,0.9997697679981566,2.53613999492772,0.0001
3942.0,1.0002302850208253,2.536783358701167,-0.0001
3941.0,1.0006910141682595,2.537427048972342,-0.0003
3940.0,1.0006910141682595,2.5380710659898478,-0.0003
3939.0,1.0002302850208253,2.538715410002539,-0.0001
3938.0,1.0,2.5393600812595225,-0.0
3937.0,1.0002302850208253,2.54000508001016,-0.0001
3936.0,1.0006910141682595,2.540650406504065,-0.0003
3935.0,1.0006910141682595,2.5412960609911055,-0.0003
3934.0,1.0004606230728403,2.541942043721403,-0.0002
3933.0,1.0002302850208253,2.5425883549453343,-0.0001
3932.0,1.0004606230728403,2.5432349949135302,-0.0002
3931.0,1.0004606230728403,2.543881963876876,-0.0002
3930.0,1.0006910141682595,2.544529262086514,-0.0003
3929.0,1.0006910141682595,2.5451768897938405,-0.0003
3928.0,1.0009214583192958,2.545824847250509,-0.0004
3927.0,1.0006910141682595,2.5464731347084286,-0.0003
3926.0,1.0004606230728403,2.547121752419766,-0.0002
3925.0,1.0002302850208253,2.5477707006369426,-0.0001
3924.0,1.0006910141682595,2.5484199796126403,-0.0003
3923.0,1.0013825058370986,2.549069589599796,-0.0006
3922.0,1.0013825058370986,2.5497195308516063,-0.0006
3921.0,1.0011519555381694,2.550369803621525,-0.0005
3920.0,1.0013825058370986,2.5510204081632653,-0.0006
3919.0,1.0016131092283094,2.551671344730799,-0.0007
3918.0,1.0016131092283094,2.5523226135783563,-0.0007
3917.0,1.0013825058370986,2.552974214960429,-0.0006
3916.0,1.0013825058370986,2.5536261491317673,-0.0006
3915.0,1.0018437657240258,2.554278416347382,-0.0008
3914.0,1.0016131092283094,2.5549310168625445,-0.0007
3913.0,1.0013825058370986,2.555583950932788,-0.0006
3912.0,1.0011519555381694,2.556237218813906,-0.0005
3911.0,1.0011519555381694,2.5568908207619536,-0.0005
3910.0,1.0013825058370986,2.557544757033248,-0.0006
3909.0,1.0013825058370986,2.5581990278843696,-0.0006
3908.0,1.0016131092283094,2.5588536335721597,-0.0007
3907.0,1.0018437657240258,2.5595085743537243,-0.0008
3906.0,1.002074475336479,2.5601638504864312,-0.0009
3905.0,1.0023052380778994,2.560819462227913,-0.001
3904.0,1.002997845198332,2.5614754098360657,-0.0013
3903.0,1.0036909309200965,2.5621316935690492,-0.0016
3902.0,1.0039220659070256,2.5627883136852896,-0.0017
3901.0,1.003228820578,2.5634452704434763,-0.0014
3900.0,1.002074475336479,2.5641025641025643,-0.0009
3899.0,1.002074475336479,2.564760194921775,-0.0009
3898.0,1.002997845198332,2.565418163160595,-0.0013
3897.0,1.003228820578,2.5660764690787787,-0.0014
3896.0,1.0027669229965868,2.566735112936345,-0.0012
3895.0,1.002074475336479,2.5673940949935816,-0.0009
3894.0,1.0018437657240258,2.568053415511043,-0.0008
3893.0,1.0016131092283094,2.5687130747495504,-0.0007
3892.0,1.0011519555381694,2.5693730729701953,-0.0005
3891.0,1.0013825058370986,2.570033410434336,-0.0006
3890.0,1.0027669229965868,2.570694087403599,-0.0012
3889.0,1.0039220659070256,2.5713551041398817,-0.0017
3888.0,1.003228820578,2.57201646090535,-0.0014
3887.0,1.002074475336479,2.572678157962439,-0.0009
3886.0,1.0018437657240258,2.573340195573855,-0.0008
3885.0,1.002997845198332,2.574002574002574,-0.0013
3884.0,1.0039220659070256,2.5746652935118433,-0.0017
3883.0,1.003228820578,2.5753283543651815,-0.0014
3882.0,1.0011519555381694,2.575991756826378,-0.0005
3881.0,1.0004606230728403,2.576655501159495,-0.0002
3880.0,1.0013825058370986,2.577319587628866,-0.0006
3879.0,1.0034598491478393,2.577984016499098,-0.0015
3878.0,1.0041532541208789,2.5786487880350695,-0.0018
3877.0,1.003228820578,2.5793139025019345,-0.0014
3876.0,1.0016131092283094,2.579979360165119,-0.0007
3875.0,1.0013825058370986,2.5806451612903225,-0.0006
3874.0,1.0025360539605233,2.581311306143521,-0.0011
3873.0,1.0041532541208789,2.581977794990963,-0.0018
3872.0,1.0043844955739158,2.5826446280991737,-0.0019
3871.0,1.003228820578,2.5833118057349522,-0.0014
3870.0,1.0027669229965868,2.5839793281653747,-0.0012
3869.0,1.0043844955739158,2.5846471956577926,-0.0019
3868.0,1.006236345280598,2.5853154084798344,-0.0027
3867.0,1.0050785394907376,2.585983966899405,-0.0022
3866.0,1.0027669229965868,2.586652871184687,-0.0012
3865.0,1.0023052380778994,2.5873221216041395,-0.001
3864.0,1.0036909309200965,2.587991718426501,-0.0016
3863.0,1.0043844955739158,2.588661661920787,-0.0019
3862.0,1.0039220659070256,2.589331952356292,-0.0017
3861.0,1.0034598491478393,2.59000259000259,-0.0015
3860.0,1.0039220659070256,2.5906735751295336,-0.0017
3859.0,1.0043844955739158,2.591344908007256,-0.0019
3858.0,1.0050785394907376,2.592016588906169,-0.0022
3857.0,1.0066998409579646,2.5926886180969664,-0.0029
3856.0,1.0094853018985726,2.5933609958506225,-0.0041
3855.0,1.0115794542598981,2.594033722438392,-0.005
3854.0,1.0104155005282138,2.5947067981318113,-0.0045
3853.0,1.0083237577615514,2.595380223202699,-0.0036
3852.0,1.0094853018985726,2.596053997923157,-0.0041
3851.0,1.0115794542598981,2.596728122565567,-0.005
3850.0,1.00995029412032,2.5974025974025974,-0.0043
3849.0,1.0071635501321345,2.5980774227071968,-0.0031
3848.0,1.0060046774724969,2.598752598752599,-0.0026
3847.0,1.005309994023134,2.599428125812321,-0.0023
3846.0,1.0043844955739158,2.6001040041601664,-0.0019
3845.0,1.0036909309200965,2.600780234070221,-0.0016
3844.0,1.0034598491478393,2.6014568158168574,-0.0015
3843.0,1.0036909309200965,2.602133749674733,-0.0016
3842.0,1.0043844955739158,2.6028110359187924,-0.0019
3841.0,1.0048471382465802,2.6034886748242645,-0.0021
3840.0,1.005309994023134,2.6041666666666665,-0.0023
3839.0,1.0055415018560436,2.6048450117218027,-0.0024
3838.0,1.0060046774724969,2.6055237102657633,-0.0026
3837.0,1.006468066438326,2.6062027625749282,-0.0028
3836.0,1.006468066438326,2.6068821689259645,-0.0028
3835.0,1.0060046774724969,2.607561929595828,-0.0026
3834.0,1.005309994023134,2.6082420448617634,-0.0023
3833.0,1.0048471382465802,2.6089225150013045,-0.0021
3832.0,1.0046157902783945,2.6096033402922756,-0.002
3831.0,1.0048471382465802,2.6102845210127903,-0.0021
3830.0,1.0050785394907376,2.6109660574412534,-0.0022
3829.0,1.0046157902783945,2.6116479498563594,-0.002
3828.0,1.0036909309200965,2.6123301985370952,-0.0016
3827.0,1.003228820578,2.6130128037627385,-0.0014
3826.0,1.0041532541208789,2.6136957658128592,-0.0018
3825.0,1.005773063001738,2.6143790849673203,-0.0025
3824.0,1.006236345280598,2.6150627615062763,-0.0027
3823.0,1.0055415018560436,2.615746795710175,-0.0024
3822.0,1.0043844955739158,2.6164311878597593,-0.0019
3821.0,1.0043844955739158,2.617115938236064,-0.0019
3820.0,1.006468066438326,2.6178010471204187,-0.0028
3819.0,1.0080916093642953,2.6184865147944487,-0.0035
3818.0,1.0069316688518044,2.6191723415400734,-0.003
3817.0,1.0055415018560436,2.6198585276395074,-0.0024
3816.0,1.005773063001738,2.620545073375262,-0.0025
3815.0,1.0076274729014492,2.6212319790301444,-0.0033
3814.0,1.0085559596191052,2.6219192448872577,-0.0037
3813.0,1.0071635501321345,2.6226068712300026,-0.0031
3812.0,1.005309994023134,2.6232948583420774,-0.0023
3811.0,1.005773063001738,2.623983206507478,-0.0025
3810.0,1.0071635501321345,2.6246719160104988,-0.0031
3809.0,1.0073954848112512,2.625360987135731,-0.0032
3808.0,1.006468066438326,2.6260504201680672,-0.0028
3807.0,1.005773063001738,2.6267402153926978,-0.0025
3806.0,1.0071635501321345,2.627430373095113,-0.0031
3805.0,1.0085559596191052,2.628120893561104,-0.0037
3804.0,1.0078595144150304,2.6288117770767614,-0.0034
3803.0,1.006236345280598,2.6295030239284776,-0.0027
3802.0,1.0060046774724969,2.6301946344029457,-0.0026
3801.0,1.0073954848112512,2.6308866087871614,-0.0032
3800.0,1.0087882149492693,2.6315789473684212,-0.0038
3799.0,1.0083237577615514,2.632271650434325,-0.0036
3798.0,1.0060046774724969,2.6329647182727753,-0.0026
3797.0,1.0048471382465802,2.6336581511719777,-0.0021
3796.0,1.005773063001738,2.6343519494204424,-0.0025
3795.0,1.0069316688518044,2.635046113306983,-0.003
3794.0,1.0069316688518044,2.635740643120717,-0.003
3793.0,1.0060046774724969,2.636435539151068,-0.0026
3792.0,1.0055415018560436,2.6371308016877637,-0.0024
3791.0,1.005773063001738,2.637826431020839,-0.0025
3790.0,1.006236345280598,2.638522427440633,-0.0027
3789.0,1.006236345280598,2.6392187912377936,-0.0027
3788.0,1.0060046774724969,2.6399155227032733,-0.0026
3787.0,1.0060046774724969,2.6406126221283337,-0.0026
3786.0,1.005773063001738,2.641310089804543,-0.0025
3785.0,1.0060046774724969,2.642007926023778,-0.0026
3784.0,1.006468066438326,2.6427061310782243,-0.0028
3783.0,1.0069316688518044,2.6434047052603753,-0.003
3782.0,1.0071635501321345,2.6441036488630356,-0.0031
3781.0,1.0066998409579646,2.6448029621793174,-0.0029
3780.0,1.006236345280598,2.6455026455026456,-0.0027
3779.0,1.006468066438326,2.646202699126753,-0.0028
3778.0,1.0073954848112512,2.6469031233456857,-0.0032
3777.0,1.0078595144150304,2.6476039184537994,-0.0034
3776.0,1.0073954848112512,2.6483050847457625,-0.0032
3775.0,1.0071635501321345,2.6490066225165565,-0.0031
3774.0,1.0078595144150304,2.649708532061473,-0.0034
3773.0,1.0085559596191052,2.6504108136761197,-0.0037
3772.0,1.0083237577615514,2.651113467656416,-0.0036
3771.0,1.0078595144150304,2.6518164942985947,-0.0034
3770.0,1.0078595144150304,2.6525198938992043,-0.0034
3769.0,1.0085559596191052,2.6532236667551072,-0.0037
3768.0,1.0090205237643561,2.653927813163482,-0.0039
3767.0,1.0083237577615514,2.654632333421821,-0.0036
3766.0,1.0076274729014492,2.655337227827934,-0.0033
3765.0,1.0080916093642953,2.6560424966799467,-0.0035
3764.0,1.0092528860766845,2.656748140276302,-0.004
3763.0,1.0094853018985726,2.6574541589157588,-0.0041
3762.0,1.0087882149492693,2.658160552897395,-0.0038
3761.0,1.0080916093642953,2.658867322520606,-0.0035
3760.0,1.0080916093642953,2.6595744680851063,-0.0035
3759.0,1.0085559596191052,2.6602819898909282,-0.0037
3758.0,1.0087882149492693,2.660989888238425,-0.0038
3757.0,1.0090205237643561,2.6616981634282673,-0.0039
3756.0,1.00995029412032,2.6624068157614484,-0.0043
3755.0,1.0111137119549065,2.663115845539281,-0.0048
3754.0,1.012278469995112,2.6638252530633992,-0.0053
3753.0,1.0139113857366788,2.664535038635758,-0.006
3752.0,1.0148456628180957,2.6652452025586353,-0.0064
3751.0,1.0141448743412582,2.6659557451346307,-0.0061
3750.0,1.0129779687601015,2.6666666666666665,-0.0056
3749.0,1.0134445697847914,2.667377967457989,-0.0058
3748.0,1.0150793665726912,2.6680896478121663,-0.0065
3747.0,1.0150793665726912,2.6688017080330932,-0.0065
3746.0,1.0139113857366788,2.6695141484249865,-0.006
3745.0,1.0132112424127329,2.67022696929239,-0.0057
3744.0,1.0136779508886495,2.6709401709401708,-0.0059
3743.0,1.0157808007969007,2.671653753673524,-0.0068
3742.0,1.016014719899765,2.672367717797969,-0.0069
3741.0,1.0132112424127329,2.6730820636193533,-0.0057
3740.0,1.0115794542598981,2.6737967914438503,-0.005
3739.0,1.0129779687601015,2.674511901577962,-0.0056
3738.0,1.0139113857366788,2.675227394328518,-0.006
3737.0,1.0132112424127329,2.675943270002676,-0.0057
3736.0,1.0120454110965416,2.6766595289079227,-0.0052
3735.0,1.011812405855589,2.677376171352075,-0.0051
3734.0,1.011812405855589,2.678093197643278,-0.0051
3733.0,1.0115794542598981,2.678810608090008,-0.005
3732.0,1.0115794542598981,2.679528403001072,-0.005
3731.0,1.0125115825636548,2.6802465826856072,-0.0054
3730.0,1.0127447488145311,2.680965147453083,-0.0055
3729.0,1.011812405855589,2.681684097613301,-0.0051
3728.0,1.010182870544833,2.6824034334763946,-0.0044
3727.0,1.00995029412032,2.6831231553528307,-0.0043
3726.0,1.0104155005282138,2.6838432635534084,-0.0045
3725.0,1.010648184082794,2.684563758389262,-0.0046
3724.0,1.00995029412032,2.6852846401718584,-0.0043
3723.0,1.0092528860766845,2.686005909213,-0.004
3722.0,1.0092528860766845,2.6867275658248255,-0.004
3721.0,1.009717771242342,2.6874496103198067,-0.0042
3720.0,1.009717771242342,2.6881720430107525,-0.0042
3719.0,1.0094853018985726,2.6888948642108095,-0.0041
3718.0,1.0092528860766845,2.6896180742334588,-0.004
3717.0,1.009717771242342,2.690341673392521,-0.0042
3716.0,1.010648184082794,2.6910656620021527,-0.0046
3715.0,1.011346556297121,2.6917900403768504,-0.0049
3714.0,1.0115794542598981,2.6925148088314486,-0.005
3713.0,1.0120454110965416,2.6932399676811203,-0.0052
3712.0,1.011812405855589,2.6939655172413794,-0.0051
3711.0,1.0111137119549065,2.6946914578280787,-0.0048
3710.0,1.010648184082794,2.6954177897574123,-0.0046
3709.0,1.010648184082794,2.6961445133459154,-0.0046
3708.0,1.0108809212209124,2.696871628910464,-0.0047
3707.0,1.0111137119549065,2.697599136768276,-0.0048
3706.0,1.0108809212209124,2.698327037236913,-0.0047
3705.0,1.010648184082794,2.699055330634278,-0.0046
3704.0,1.00995029412032,2.699784017278618,-0.0043
3703.0,1.0092528860766845,2.700513097488523,-0.004
3702.0,1.0087882149492693,2.7012425715829282,-0.0038
3701.0,1.0087882149492693,2.7019724398811134,-0.0038
3700.0,1.0090205237643561,2.7027027027027026,-0.0039
3699.0,1.0087882149492693,2.703433360367667,-0.0038
3698.0,1.0080916093642953,2.7041644131963225,-0.0035
3697.0,1.0076274729014492,2.704895861509332,-0.0033
3696.0,1.0080916093642953,2.705627705627706,-0.0035
3695.0,1.0083237577615514,2.706359945872801,-0.0036
3694.0,1.0083237577615514,2.707092582566324,-0.0036
3693.0,1.0080916093642953,2.707825616030328,-0.0035
3692.0,1.0087882149492693,2.7085590465872156,-0.0038
3691.0,1.0094853018985726,2.7092928745597398,-0.0041
3690.0,1.0094853018985726,2.710027100271003,-0.0041
3689.0,1.0092528860766845,2.7107617240444566,-0.004
3688.0,1.0094853018985726,2.7114967462039044,-0.0041
3687.0,1.010182870544833,2.7122321670735015,-0.0044
3686.0,1.00995029412032,2.7129679869777537,-0.0043
3685.0,1.0085559596191052,2.7137042062415198,-0.0037
3684.0,1.0076274729014492,2.7144408251900107,-0.0033
3683.0,1.0080916093642953,2.715177844148792,-0.0035
3682.0,1.0083237577615514,2.7159152634437804,-0.0036
3681.0,1.0078595144150304,2.7166530834012494,-0.0034
3680.0,1.0080916093642953,2.717391304347826,-0.0035
3679.0,1.0094853018985726,2.718129926610492,-0.0041
3678.0,1.0108809212209124,2.718868950516585,-0.0047
3677.0,1.0111137119549065,2.7196083763937993,-0.0048
3676.0,1.009717771242342,2.720348204570185,-0.0042
3675.0,1.0094853018985726,2.7210884353741496,-0.0041
3674.0,1.0111137119549065,2.721829069134458,-0.0048
3673.0,1.011812405855589,2.722570106180234,-0.0051
3672.0,1.00995029412032,2.7233115468409586,-0.0043
3671.0,1.0087882149492693,2.724053391446472,-0.0038
3670.0,1.0087882149492693,2.7247956403269753,-0.0038
3669.0,1.0092528860766845,2.725538293813028,-0.004
3668.0,1.0092528860766845,2.7262813522355507,-0.004
3667.0,1.0083237577615514,2.727024815925825,-0.0036
3666.0,1.0073954848112512,2.727768685215494,-0.0032
3665.0,1.0069316688518044,2.728512960436562,-0.003
3664.0,1.0069316688518044,2.7292576419213974,-0.003
3663.0,1.006468066438326,2.73000273000273,-0.0028
3662.0,1.0060046774724969,2.7307482250136537,-0.0026
3661.0,1.0060046774724969,2.7314941272876263,-0.0026
3660.0,1.006468066438326,2.73224043715847,-0.0028
3659.0,1.0069316688518044,2.7329871549603717,-0.003
3658.0,1.0069316688518044,2.733734281027884,-0.003
3657.0,1.006236345280598,2.7344818156959256,-0.0027
3656.0,1.006236345280598,2.735229759299781,-0.0027
3655.0,1.0069316688518044,2.735978112175103,-0.003
3654.0,1.0076274729014492,2.736726874657909,-0.0033
3653.0,1.0071635501321345,2.737476047084588,-0.0031
3652.0,1.0073954848112512,2.738225629791895,-0.0032
3651.0,1.0085559596191052,2.7389756231169544,-0.0037
3650.0,1.0090205237643561,2.73972602739726,-0.0039
3649.0,1.0078595144150304,2.740476842970677,-0.0034
3648.0,1.006236345280598,2.741228070175439,-0.0027
3647.0,1.0060046774724969,2.741979709350151,-0.0026
3646.0,1.0066998409579646,2.7427317608337907,-0.0029
3645.0,1.0066998409579646,2.7434842249657065,-0.0029
3644.0,1.005773063001738,2.74423710208562,-0.0025
3643.0,1.0046157902783945,2.744990392533626,-0.002
3642.0,1.0041532541208789,2.745744096650192,-0.0018
3641.0,1.0039220659070256,2.7464982147761603,-0.0017
3640.0,1.0036909309200965,2.7472527472527473,-0.0016
3639.0,1.0034598491478393,2.7480076944215446,-0.0015
3638.0,1.0034598491478393,2.748763056624519,-0.0015
3637.0,1.0036909309200965,2.7495188342040144,-0.0016
3636.0,1.0036909309200965,2.75027502750275,-0.0016
3635.0,1.003228820578,2.751031636863824,-0.0014
3634.0,1.0036909309200965,2.7517886626307098,-0.0016
3633.0,1.0048471382465802,2.7525461051472613,-0.0021
3632.0,1.0060046774724969,2.753303964757709,-0.0026
3631.0,1.0066998409579646,2.7540622418066647,-0.0029
3630.0,1.006236345280598,2.7548209366391183,-0.0027
3629.0,1.005309994023134,2.755580049600441,-0.0023
3628.0,1.0050785394907376,2.7563395810363835,-0.0022
3627.0,1.005773063001738,2.7570995312930795,-0.0025
3626.0,1.0050785394907376,2.7578599007170435,-0.0022
3625.0,1.0036909309200965,2.7586206896551726,-0.0016
3624.0,1.003228820578,2.759381898454746,-0.0014
3623.0,1.0039220659070256,2.7601435274634283,-0.0017
3622.0,1.0039220659070256,2.7609055770292654,-0.0017
3621.0,1.003228820578,2.7616680475006903,-0.0014
3620.0,1.0025360539605233,2.7624309392265194,-0.0011
3619.0,1.0025360539605233,2.7631942525559547,-0.0011
3618.0,1.0027669229965868,2.7639579878385847,-0.0012
3617.0,1.003228820578,2.764722145424385,-0.0014
3616.0,1.002997845198332,2.765486725663717,-0.0013
3615.0,1.0025360539605233,2.7662517289073305,-0.0011
3614.0,1.0025360539605233,2.7670171555063643,-0.0011
3613.0,1.002997845198332,2.7677830058123445,-0.0013
3612.0,1.0039220659070256,2.768549280177187,-0.0017
3611.0,1.0041532541208789,2.7693159789531987,-0.0018
3610.0,1.0036909309200965,2.770083102493075,-0.0016
3609.0,1.002997845198332,2.770850651149903,-0.0013
3608.0,1.0025360539605233,2.7716186252771617,-0.0011
3607.0,1.0025360539605233,2.772387025228722,-0.0011
3606.0,1.0023052380778994,2.7731558513588466,-0.001
3605.0,1.002074475336479,2.7739251040221915,-0.0009
3604.0,1.0018437657240258,2.774694783573807,-0.0008
3603.0,1.0016131092283094,2.775464890369137,-0.0007
3602.0,1.0013825058370986,2.77623542476402,-0.0006
3601.0,1.0011519555381694,2.77700638711469,-0.0005
3600.0,1.0011519555381694,2.7777777777777777,-0.0005
3599.0,1.0011519555381694,2.7785495971103082,-0.0005
3598.0,1.0009214583192958,2.7793218454697053,-0.0004
3597.0,1.0006910141682595,2.7800945232137892,-0.0003
3596.0,1.0006910141682595,2.7808676307007785,-0.0003
3595.0,1.0006910141682595,2.7816411682892905,-0.0003
3594.0,1.0004606230728403,2.782415136338342,-0.0002
3593.0,1.0009214583192958,2.7831895352073475,-0.0004
3592.0,1.0011519555381694,2.7839643652561246,-0.0005
3591.0,1.0016131092283094,2.78473962684489,-0.0007
3590.0,1.0013825058370986,2.785515320334262,-0.0006
3589.0,1.0011519555381694,2.7862914460852606,-0.0005
3588.0,1.0006910141682595,2.787068004459309,-0.0003
3587.0,1.0004606230728403,2.7878449958182325,-0.0002
3586.0,1.0004606230728403,2.788622420524261,-0.0002
3585.0,1.0004606230728403,2.789400278940028,-0.0002
3584.0,1.0,2.7901785714285716,-0.0
3583.0,0.9995395890030879,2.790957298353335,0.0002
3582.0,0.9990793899844619,2.7917364600781687,0.0004
3581.0,0.9988493699365053,2.7925160569673277,0.0005
3580.0,0.9983894887023278,2.793296089385475,0.0007
3579.0,0.9981596274917244,2.794076557697681,0.0008
3578.0,0.9977000638225536,2.7948574622694244,0.001
3577.0,0.99747036133962,2.795638803466592,0.0011
3576.0,0.99747036133962,2.796420581655481,0.0011
3575.0,0.9972407117415493,2.797202797202797,0.0012
3574.0,0.9970111150161652,2.7979854504756574,0.0013
3573.0,0.9970111150161652,2.7987685418415897,0.0013
3572.0,0.9972407117415493,2.799552071668533,0.0012
3571.0,0.99747036133962,2.800336040324839,0.0011
3570.0,0.99747036133962,2.8011204481792715,0.0011
3569.0,0.9972407117415493,2.8019052956010086,0.0012
3568.0,0.9970111150161652,2.802690582959641,0.0013
3567.0,0.9963226419544177,2.803476310625175,0.0016
3566.0,0.9960932565980785,2.8042624789680315,0.0017
3565.0,0.9960932565980785,2.805049088359046,0.0017
3564.0,0.9958639240535893,2.8058361391694726,0.0018
3563.0,0.995405417351527,2.8066236317709796,0.002
3562.0,0.9949471217509924,2.807411566535654,0.0022
3561.0,0.9947180530834234,2.808199943836001,0.0023
3560.0,0.9944890371547922,2.808988764044944,0.0024
3559.0,0.9940311634657776,2.809778027535825,0.0026
3558.0,0.9938023056811182,2.810567734682406,0.0027
3557.0,0.9935735005868446,2.81135788585887,0.0028
3556.0,0.9935735005868446,2.81214848143982,0.0028
3555.0,0.9935735005868446,2.8129395218002813,0.0028
3554.0,0.993344748170826,2.8137310073157007,0.0029
3553.0,0.993116048420934,2.8145229383619474,0.003
3552.0,0.993116048420934,2.815315315315315,0.003
3551.0,0.993344748170826,2.8161081385525204,0.0029
3550.0,0.9935735005868446,2.816901408450704,0.0028
3549.0,0.9935735005868446,2.817695125387433,0.0028
3548.0,0.9935735005868446,2.818489289740699,0.0028
3547.0,0.9938023056811182,2.8192839018889204,0.0027
3546.0,0.9938023056811182,2.820078962210942,0.0027
3545.0,0.9938023056811182,2.8208744710860367,0.0027
3544.0,0.9935735005868446,2.8216704288939054,0.0028
3543.0,0.9935735005868446,2.822466836014677,0.0028
3542.0,0.9935735005868446,2.82326369282891,0.0028
3541.0,0.9935735005868446,2.824060999717594,0.0028
3540.0,0.9935735005868446,2.824858757062147,0.0028
3539.0,0.9935735005868446,2.8256569652444194,0.0028
3538.0,0.9935735005868446,2.826455624646693,0.0028
3537.0,0.9935735005868446,2.827254735651682,0.0028
3536.0,0.9938023056811182,2.828054298642534,0.0027
3535.0,0.9938023056811182,2.828854314002829,0.0027
3534.0,0.9940311634657776,2.829654782116582,0.0026
3533.0,0.9940311634657776,2.8304557033682425,0.0026
3532.0,0.9940311634657776,2.8312570781426953,0.0026
3531.0,0.9942600739529568,2.832058906825262,0.0025
3530.0,0.9942600739529568,2.8328611898016995,0.0025
3529.0,0.9942600739529568,2.8336639274582036,0.0025
3528.0,0.9944890371547922,2.834467120181406,0.0024
3527.0,0.9947180530834234,2.835270768358378,0.0023
3526.0,0.9949471217509924,2.836074872376631,0.0022
3525.0,0.9951762431696443,2.8368794326241136,0.0021
3524.0,0.9951762431696443,2.837684449489217,0.0021
3523.0,0.9951762431696443,2.838489923360772,0.0021
3522.0,0.9951762431696443,2.8392958546280522,0.0021
3521.0,0.9951762431696443,2.8401022436807724,0.0021
3520.0,0.9951762431696443,2.840909090909091,0.0021
3519.0,0.9951762431696443,2.841716396703609,0.0021
3518.0,0.9951762431696443,2.8425241614553722,0.0021
3517.0,0.9951762431696443,2.8433323855558714,0.0021
3516.0,0.995405417351527,2.844141069397042,0.002
3515.0,0.995405417351527,2.844950213371266,0.002
3514.0,0.995405417351527,2.8457598178713717,0.002
3513.0,0.995405417351527,2.846569883290635,0.002
3512.0,0.9956346443087908,2.847380410022779,0.0019
3511.0,0.9956346443087908,2.8481913984619767,0.0019
3510.0,0.995405417351527,2.849002849002849,0.002
3509.0,0.9956346443087908,2.8498147620404675,0.0019
3508.0,0.9958639240535893,2.8506271379703536,0.0018
3507.0,0.9958639240535893,2.85143997718848,0.0018
3506.0,0.9958639240535893,2.852253280091272,0.0018
3505.0,0.9958639240535893,2.8530670470756063,0.0018
3504.0,0.9958639240535893,2.853881278538813,0.0018
3503.0,0.9960932565980785,2.8546959748786755,0.0017
3502.0,0.9960932565980785,2.8555111364934325,0.0017
3501.0,0.9960932565980785,2.8563267637817766,0.0017
3500.0,0.9960932565980785,2.857142857142857,0.0017
3499.0,0.9960932565980785,2.857959416976279,0.0017
